log,seed,task,n_queries,value
bpi13_incidents,1,next_activity,5443,0.690796
bpi13_incidents,1,next_3_activities,12931,0.496095
bpi13_incidents,1,next_5_activities,17346,0.429321
bpi13_incidents,1,future_activity_set,6577,0.702244
bpi13_incidents,1,next_time,5443,0.691826
bpi13_incidents,1,remaining_time,6577,3.118982
bpi13_incidents,1,remaining_count,6577,18.227155
