log,seed,task,n_queries,value
bpi13_incidents,2,next_activity,5443,0.686754
bpi13_incidents,2,next_3_activities,12931,0.494471
bpi13_incidents,2,next_5_activities,17346,0.428398
bpi13_incidents,2,future_activity_set,6577,0.699242
bpi13_incidents,2,next_time,5443,0.688626
bpi13_incidents,2,remaining_time,6577,3.116487
bpi13_incidents,2,remaining_count,6577,18.387107
