log,seed,task,n_queries,value
helpdesk,1,next_activity,1283,0.773967
helpdesk,1,next_3_activities,2171,0.656840
helpdesk,1,next_5_activities,2219,0.642632
helpdesk,1,future_activity_set,1854,0.889947
helpdesk,1,next_time,1283,3.516417
helpdesk,1,remaining_time,1854,4.982298
helpdesk,1,remaining_count,1854,0.272384
