log,seed,task,n_queries,value
BPI17,2,next_activity,148388,0.853661
BPI17,2,next_3_activities,432018,0.753554
BPI17,2,next_5_activities,698120,0.671936
BPI17,2,future_activity_set,152770,0.526902
BPI17,2,next_time,148388,0.606762
BPI17,2,remaining_time,152770,6.957979
BPI17,2,remaining_count,152770,21.312673
