log,arm,task,n_labels,n_train_samples,seed,value,run
BPI20ID,pfm_ft,remaining_count,10,10,1,1.293511986732483,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,10,10,2,1.5195398330688477,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_count,100,100,0,0.996920645236969,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_count,100,100,1,1.1004762649536133,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,100,100,2,1.0619289875030518,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_count,1000,1000,0,0.9683722257614136,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_count,1000,1000,1,0.9001995921134949,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,1000,1000,2,0.922467827796936,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_count,30,30,0,1.229590892791748,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_count,30,30,1,1.1241059303283691,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,30,30,2,1.1564158201217651,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_count,300,300,0,0.9949496388435364,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_count,300,300,1,1.0016611814498901,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,300,300,2,0.9671765565872192,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_count,5000,4514,0,0.8840230703353882,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_count,5000,4514,1,0.8862147927284241,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,5000,4514,2,0.880108118057251,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_count,all,4514,0,0.8840230703353882,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_count,all,4514,1,0.8862147927284241,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_count,all,4514,2,0.880108118057251,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,0,0,0,24.252687454223633,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,0,0,1,24.252687454223633,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,0,0,2,24.252681732177734,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,10,10,0,15.660934448242188,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,10,10,1,16.35566520690918,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,10,10,2,14.620028495788574,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,100,100,0,15.623076438903809,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,100,100,1,13.838353157043457,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,100,100,2,14.434494018554688,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,1000,1000,0,13.013457298278809,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,1000,1000,1,14.914085388183594,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,1000,1000,2,13.683303833007812,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,30,30,0,14.25388240814209,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,30,30,1,16.36261749267578,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,30,30,2,15.21312141418457,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,300,300,0,14.647342681884766,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,300,300,1,16.551782608032227,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,300,300,2,14.741214752197266,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,5000,4514,0,12.548820495605469,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,5000,4514,1,12.574151039123535,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,5000,4514,2,14.876921653747559,2026-09-11T10:32:30
BPI20ID,pfm_ft,remaining_time,all,4514,0,12.548820495605469,2026-09-11T10:30:02
BPI20ID,pfm_ft,remaining_time,all,4514,1,12.574151039123535,2026-09-11T10:31:23
BPI20ID,pfm_ft,remaining_time,all,4514,2,14.876921653747559,2026-09-11T10:32:30
BPI20ID,random_role,next_time,0,0,0,4.647213459014893,2026-09-11T10:29:51
BPI20ID,random_role,next_time,0,0,1,4.647218227386475,2026-09-11T10:27:56
BPI20ID,random_role,next_time,0,0,2,4.647218227386475,2026-09-11T10:28:59
BPI20ID,random_role,next_time,10,10,0,4.340195178985596,2026-09-11T10:29:51
BPI20ID,random_role,next_time,10,10,1,4.402688980102539,2026-09-11T10:27:56
BPI20ID,random_role,next_time,10,10,2,4.539443016052246,2026-09-11T10:28:59
BPI20ID,random_role,next_time,100,100,0,4.340853691101074,2026-09-11T10:29:51
BPI20ID,random_role,next_time,100,100,1,4.408152103424072,2026-09-11T10:27:56
BPI20ID,random_role,next_time,100,100,2,4.5101637840271,2026-09-11T10:28:59
BPI20ID,random_role,next_time,1000,1000,0,3.862586736679077,2026-09-11T10:29:51
BPI20ID,random_role,next_time,1000,1000,1,3.974562644958496,2026-09-11T10:27:56
BPI20ID,random_role,next_time,1000,1000,2,3.8913421630859375,2026-09-11T10:28:59
BPI20ID,random_role,next_time,30,30,0,4.338368892669678,2026-09-11T10:29:51
BPI20ID,random_role,next_time,30,30,1,4.409962177276611,2026-09-11T10:27:56
BPI20ID,random_role,next_time,30,30,2,4.525286674499512,2026-09-11T10:28:59
BPI20ID,random_role,next_time,300,300,0,3.894218683242798,2026-09-11T10:29:51
BPI20ID,random_role,next_time,300,300,1,3.9944868087768555,2026-09-11T10:27:56
BPI20ID,random_role,next_time,300,300,2,3.965637683868408,2026-09-11T10:28:59
BPI20ID,random_role,next_time,5000,4514,0,3.849235773086548,2026-09-11T10:29:51
BPI20ID,random_role,next_time,5000,4514,1,3.944690227508545,2026-09-11T10:27:56
BPI20ID,random_role,next_time,5000,4514,2,3.8152217864990234,2026-09-11T10:28:59
BPI20ID,random_role,next_time,all,4514,0,3.849235773086548,2026-09-11T10:29:51
BPI20ID,random_role,next_time,all,4514,1,3.944690227508545,2026-09-11T10:27:56
BPI20ID,random_role,next_time,all,4514,2,3.8152217864990234,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,0,0,0,5.054501533508301,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,0,0,1,5.2442946434021,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,0,0,2,5.290182113647461,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,10,10,0,2.459601640701294,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,10,10,1,2.259033679962158,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,10,10,2,2.7356579303741455,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,100,100,0,2.3779993057250977,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,100,100,1,2.309948682785034,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,100,100,2,2.5506696701049805,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,1000,1000,0,1.7167819738388062,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,1000,1000,1,1.7671773433685303,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,1000,1000,2,1.819271206855774,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,30,30,0,2.391700506210327,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,30,30,1,2.259566068649292,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,30,30,2,2.549616813659668,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,300,300,0,1.6270248889923096,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,300,300,1,1.7135627269744873,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,300,300,2,1.8294564485549927,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,5000,4514,0,1.5030802488327026,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,5000,4514,1,1.6339836120605469,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,5000,4514,2,1.580568790435791,2026-09-11T10:28:59
BPI20ID,random_role,remaining_count,all,4514,0,1.5030802488327026,2026-09-11T10:29:51
BPI20ID,random_role,remaining_count,all,4514,1,1.6339836120605469,2026-09-11T10:27:56
BPI20ID,random_role,remaining_count,all,4514,2,1.580568790435791,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,0,0,0,24.252676010131836,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,0,0,1,24.252681732177734,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,0,0,2,24.252681732177734,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,10,10,0,23.766162872314453,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,10,10,1,23.881607055664062,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,10,10,2,24.110523223876953,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,100,100,0,23.800094604492188,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,100,100,1,23.855854034423828,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,100,100,2,24.05216407775879,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,1000,1000,0,13.352396965026855,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,1000,1000,1,13.537151336669922,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,1000,1000,2,14.745603561401367,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,30,30,0,23.792531967163086,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,30,30,1,23.84625244140625,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,30,30,2,24.075851440429688,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,300,300,0,14.577693939208984,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,300,300,1,12.991842269897461,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,300,300,2,13.929010391235352,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,5000,4514,0,15.800363540649414,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,5000,4514,1,15.762674331665039,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,5000,4514,2,15.23260498046875,2026-09-11T10:28:59
BPI20ID,random_role,remaining_time,all,4514,0,15.800363540649414,2026-09-11T10:29:51
BPI20ID,random_role,remaining_time,all,4514,1,15.762674331665039,2026-09-11T10:27:56
BPI20ID,random_role,remaining_time,all,4514,2,15.23260498046875,2026-09-11T10:28:59
bpi13_incidents,pfm,next_time,0,0,0,1.0876896381378174,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,0,0,1,1.0876896381378174,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,0,0,2,1.0876896381378174,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,10,10,0,0.87711501121521,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,10,10,1,0.9146507382392883,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,10,10,2,0.9963657259941101,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,100,100,0,1.6133817434310913,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,100,100,1,0.9311065077781677,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,100,100,2,1.7620198726654053,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,1000,1000,0,0.6928225159645081,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,1000,1000,1,0.7436366677284241,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,1000,1000,2,0.7493773102760315,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,30,30,0,0.9236568808555603,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,30,30,1,0.940665602684021,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,30,30,2,1.2489120960235596,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,300,300,0,1.2994678020477295,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,300,300,1,1.1528067588806152,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,300,300,2,1.2349728345870972,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,5000,5000,0,0.6625857949256897,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,5000,5000,1,0.6604198813438416,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,5000,5000,2,0.6658726930618286,2026-09-11T10:09:15
bpi13_incidents,pfm,next_time,all,5282,0,0.6578506231307983,2026-09-11T10:08:30
bpi13_incidents,pfm,next_time,all,5282,1,0.6589774489402771,2026-09-11T10:07:26
bpi13_incidents,pfm,next_time,all,5282,2,0.6610437631607056,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,0,0,0,3.5890495777130127,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,0,0,1,3.8438186645507812,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,0,0,2,4.0163893699646,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,10,10,0,2.2720868587493896,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,10,10,1,2.3204610347747803,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,10,10,2,2.1420745849609375,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,100,100,0,2.1695637702941895,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,100,100,1,2.2631819248199463,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,100,100,2,2.1657445430755615,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,1000,1000,0,2.2375755310058594,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,1000,1000,1,2.250541925430298,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,1000,1000,2,2.1749539375305176,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,30,30,0,2.200287103652954,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,30,30,1,2.238753080368042,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,30,30,2,2.1464691162109375,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,300,300,0,2.1617612838745117,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,300,300,1,2.2411787509918213,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,300,300,2,2.1508145332336426,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,5000,5000,0,2.2033491134643555,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,5000,5000,1,2.2262582778930664,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,5000,5000,2,2.2246453762054443,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_count,all,5282,0,2.2149713039398193,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_count,all,5282,1,2.2174627780914307,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_count,all,5282,2,2.210238456726074,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,0,0,0,4.378601551055908,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,0,0,1,4.378603935241699,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,0,0,2,4.378602981567383,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,10,10,0,4.286595344543457,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,10,10,1,4.318508625030518,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,10,10,2,4.330605506896973,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,100,100,0,4.3027472496032715,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,100,100,1,4.3089599609375,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,100,100,2,4.33664083480835,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,1000,1000,0,3.4199748039245605,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,1000,1000,1,3.5236213207244873,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,1000,1000,2,3.554159164428711,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,30,30,0,4.28106164932251,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,30,30,1,4.319813251495361,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,30,30,2,4.3348236083984375,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,300,300,0,3.4428718090057373,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,300,300,1,3.4990923404693604,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,300,300,2,3.5123298168182373,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,5000,5000,0,3.3716983795166016,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,5000,5000,1,3.371277332305908,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,5000,5000,2,3.360578775405884,2026-09-11T10:09:15
bpi13_incidents,pfm,remaining_time,all,5282,0,3.397768974304199,2026-09-11T10:08:30
bpi13_incidents,pfm,remaining_time,all,5282,1,3.5314300060272217,2026-09-11T10:07:26
bpi13_incidents,pfm,remaining_time,all,5282,2,3.352022409439087,2026-09-11T10:09:15
bpi13_incidents,pfm_ft,next_time,0,0,0,1.0876896381378174,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,0,0,1,1.0876896381378174,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,0,0,2,1.0876896381378174,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,10,10,0,0.6751202940940857,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,10,10,1,0.6806837320327759,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,10,10,2,0.6573158502578735,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,100,100,0,0.6308360695838928,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,100,100,1,0.611480712890625,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,100,100,2,0.6436047554016113,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,1000,1000,0,0.5985575318336487,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,1000,1000,1,0.5767953991889954,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,1000,1000,2,0.6081613898277283,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,30,30,0,0.7909259796142578,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,30,30,1,0.690126359462738,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,30,30,2,0.7438039183616638,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,300,300,0,0.6297363638877869,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,300,300,1,0.6033574938774109,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,300,300,2,0.601833701133728,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,5000,5000,0,0.5823559761047363,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,5000,5000,1,0.6065714955329895,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,5000,5000,2,0.551221489906311,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,next_time,all,5282,0,0.5547740459442139,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,next_time,all,5282,1,0.5735207796096802,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,next_time,all,5282,2,0.5934070944786072,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,0,0,0,3.5890495777130127,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,0,0,1,3.8438186645507812,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,0,0,2,4.0163893699646,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,10,10,0,2.3398804664611816,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,10,10,1,2.1683404445648193,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,10,10,2,2.172412395477295,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,100,100,0,2.160327672958374,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,100,100,1,2.346122980117798,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,100,100,2,2.2751200199127197,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,1000,1000,0,2.1552693843841553,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,1000,1000,1,2.0894336700439453,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,1000,1000,2,2.1556689739227295,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,30,30,0,2.317465305328369,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,30,30,1,2.180227518081665,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,30,30,2,2.1587612628936768,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,300,300,0,2.2197117805480957,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,300,300,1,2.3253557682037354,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,300,300,2,2.2475733757019043,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,5000,5000,0,2.092327833175659,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,5000,5000,1,2.0772221088409424,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,5000,5000,2,2.010770320892334,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_count,all,5282,0,2.029143810272217,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_count,all,5282,1,2.181297779083252,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_count,all,5282,2,2.0624005794525146,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,0,0,0,4.378601551055908,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,0,0,1,4.378603935241699,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,0,0,2,4.378602981567383,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,10,10,0,3.466874122619629,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,10,10,1,3.1766700744628906,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,10,10,2,3.4761552810668945,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,100,100,0,3.2502994537353516,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,100,100,1,3.1550285816192627,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,100,100,2,3.2174296379089355,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,1000,1000,0,3.142828941345215,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,1000,1000,1,3.0429532527923584,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,1000,1000,2,3.202263355255127,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,30,30,0,3.173553705215454,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,30,30,1,3.2452073097229004,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,30,30,2,3.356412649154663,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,300,300,0,3.0216846466064453,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,300,300,1,3.1826698780059814,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,300,300,2,3.146916151046753,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,5000,5000,0,3.1491594314575195,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,5000,5000,1,3.0523135662078857,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,5000,5000,2,2.9939188957214355,2026-09-11T10:16:38
bpi13_incidents,pfm_ft,remaining_time,all,5282,0,2.9939186573028564,2026-09-11T10:12:55
bpi13_incidents,pfm_ft,remaining_time,all,5282,1,3.2717320919036865,2026-09-11T10:15:05
bpi13_incidents,pfm_ft,remaining_time,all,5282,2,2.9791107177734375,2026-09-11T10:16:38
bpi13_incidents,random_role,next_time,0,0,0,0.888122022151947,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,0,0,1,0.8881232142448425,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,0,0,2,0.8881278038024902,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,10,10,0,0.886293888092041,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,10,10,1,0.8867471218109131,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,10,10,2,0.8863080739974976,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,100,100,0,0.88620525598526,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,100,100,1,0.8850693702697754,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,100,100,2,0.8855135440826416,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,1000,1000,0,0.8321387767791748,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,1000,1000,1,0.8668683171272278,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,1000,1000,2,0.8331382870674133,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,30,30,0,0.8847216367721558,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,30,30,1,0.8856334090232849,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,30,30,2,0.8858476281166077,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,300,300,0,0.8596900701522827,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,300,300,1,0.8771727085113525,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,300,300,2,0.8762432932853699,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,5000,5000,0,0.6710771918296814,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,5000,5000,1,0.761786162853241,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,5000,5000,2,0.7684673070907593,2026-09-11T10:12:10
bpi13_incidents,random_role,next_time,all,5282,0,0.6661747694015503,2026-09-11T10:09:11
bpi13_incidents,random_role,next_time,all,5282,1,0.7572242617607117,2026-09-11T10:12:16
bpi13_incidents,random_role,next_time,all,5282,2,0.7690526843070984,2026-09-11T10:12:10
bpi13_incidents,random_role,remaining_count,0,0,0,3.3917179107666016,2026-09-11T10:09:11
bpi13_incidents,random_role,remaining_count,0,0,1,3.406630516052246,2026-09-11T10:12:16
bpi13_incidents,random_role,remaining_count,0,0,2,3.6288602352142334,2026-09-11T10:12:10
bpi13_incidents,random_role,remaining_count,10,10,0,2.762364625930786,2026-09-11T10:09:11
bpi13_incidents,random_role,remaining_count,10,10,1,2.6954824924468994,2026-09-11T10:12:16
bpi13_incidents,random_role,remaining_count,10,10,2,2.6741275787353516,2026-09-11T10:12:10
bpi13_incidents,random_role,remaining_count,100,100,0,2.7385830879211426,2026-09-11T10:09:11
bpi13_incidents,random_role,remaining_count,100,100,1,2.781261920928955,2026-09-11T10:12:16
bpi13_incidents,random_role,remaining_count,100,100,2,2.7415716648101807,2026-09-11T10:12:10
bpi13_incidents,random_role,remaining_count,1000,1000,0,2.333219289779663,2026-09-11T10:09:11
bpi13_incidents,random_role,remaining_count,1000,1000,1,2.5519368648529053,2026-09-11T10:12:16
bpi13_incidents,random_role,remaining_count,1000,1000,2,2.356264352798462,2026-09-11T10:12:10
bpi13_incidents,random_role,remaining_count,30,30,0,2.748422622680664,2026-09-11T10:09:11
