task,metric,unit,higher_is_better,k,mu,seedwise_sd,between_log_sd,scale_mixing,delta_mean,delta_ci_low,delta_ci_high,delta_excludes_zero,delta_bpi13_incidents,delta_BPI17,delta_BPI20ID,delta_helpdesk,delta_mimic_transfer,value_bpi13_incidents,value_BPI17,value_BPI20ID,value_helpdesk,value_mimic_transfer,n_logs,n_eval_seeds
next_time,mae,"MAE, log1p seconds",False,13,1.9916866660118102,0.025518778953424002,1.6970081291684735,True,0.05985104640324914,-0.09174877250573335,0.21145086531223165,False,-0.011670271555582756,0.016205688317616818,0.2768699328104658,-0.0041637420654296875,0.022013624509175544,0.6357720891634623,0.5893245935440063,4.123305479685466,3.524456818898519,1.0855743487675984,5,3
next_time,mae,"MAE, log1p seconds",False,14,1.9008193651835124,0.013164022732900908,1.580929695261281,True,-0.03101625442504885,-0.10708730335845827,0.04505479450836057,False,-0.03951215744018555,0.008509476979573605,-0.13375385602315282,-0.00652313232421875,0.016198396682739258,0.6079302032788595,0.5816283822059631,3.712681690851847,3.52209742863973,1.079759120941162,5,3
next_time,mae,"MAE, log1p seconds",False,15,1.931835619608561,0.006812337741732285,1.6174898359607697,True,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.647442360719045,0.5731189052263895,3.846435546875,3.5286205609639487,1.0635607242584229,5,3
remaining_time,mae,"MAE, log1p seconds",False,0,6.357373730341593,0.07137726850650401,4.230267326082376,True,0.32075250943501804,-0.027862343656920585,0.6693673625269567,False,0.17259534200032567,0.052122433980305694,0.7549699147542324,0.18435414632161518,0.43972071011861136,3.3125460147857666,7.2003984451293945,13.269660949707031,5.1693793932596845,2.8348838488260903,5,3
remaining_time,mae,"MAE, log1p seconds",False,1,6.441360171635946,0.10868254584264758,4.68418926142154,True,0.40473895072936994,-0.4564348333859022,1.2659127348446422,False,-0.09942245483398438,0.09063069025675397,1.6256685256958008,0.19436979293823242,0.2124481995900469,3.0405282179514566,7.238906701405843,14.1403595606486,5.179395039876302,2.607611338297526,5,3
remaining_time,mae,"MAE, log1p seconds",False,2,6.4427956740061445,0.09597206806877245,4.740624831292849,True,0.406174453099569,-0.5290111595830269,1.341360065782165,False,-0.057823816935221206,0.06801970799763968,1.7456528345743827,0.10930951436360736,0.16571402549743652,3.0821268558502197,7.2162957191467285,14.260343869527182,5.094334761301677,2.5608771642049155,5,3
remaining_time,mae,"MAE, log1p seconds",False,3,6.366887998580933,0.09697380821340111,4.652997623737564,True,0.3302667776743572,-0.5433339497756134,1.203867505124328,False,-0.043770154317219756,-0.14075040817260742,1.5683825810750331,0.06758403778076172,0.1998878320058184,3.096180518468221,7.007525602976481,14.083073616027832,5.052609284718831,2.5950509707132974,5,3
remaining_time,mae,"MAE, log1p seconds",False,4,6.145042276382446,0.05810359835535497,4.09463135772382,True,0.1084210554758708,-0.10527134377296299,0.3221134547247046,False,0.15884311993916844,-0.14693880081176758,0.2939624786376953,0.02826070785522461,0.2079777717590332,3.2987937927246094,7.001337210337321,12.808653513590494,5.013285954793294,2.603140910466512,5,3
remaining_time,mae,"MAE, log1p seconds",False,5,6.193881464004517,0.0899688422318585,4.269436496837242,True,0.1572602430979413,-0.27847431999959665,0.5929948061954793,False,-0.04530739784240723,-0.1932970682779951,0.6913553873697929,0.019471327463786103,0.3140789667765298,3.0946432749430337,6.954978942871094,13.206046422322592,5.0044965744018555,2.709242105484009,5,3
remaining_time,mae,"MAE, log1p seconds",False,6,6.233649190266927,0.0991830984405246,4.439898776307295,True,0.19702796936035175,-0.3899311137904524,0.7839870525111559,False,-0.06756242116292288,-0.14557631810506244,1.017053286234539,0.014236132303873994,0.16698916753133108,3.072388251622518,7.002699693044026,13.531744321187338,4.999261379241943,2.56215230623881,5,3
remaining_time,mae,"MAE, log1p seconds",False,7,6.234730370839437,0.16286059529579114,4.494887844204869,True,0.1981091499328615,-0.4621867963843805,0.8584050962501035,False,-0.00821995735168457,-0.20309114456176758,1.131769498189291,-0.004327456156412168,0.07441480954488089,3.1317307154337564,6.945184866587321,13.64646053314209,4.980697790781657,2.46957794825236,5,3
remaining_time,mae,"MAE, log1p seconds",False,8,6.215249474843343,0.08109454485822966,4.349914771007427,True,0.17862825393676776,-0.33796209487834294,0.6952186027518784,False,0.004760026931762695,-0.2540176709493007,0.86274019877116,0.09417120615641306,0.1854875087738037,3.1447106997172036,6.894258340199788,13.377431233723959,5.079196453094482,2.5806506474812827,5,3
remaining_time,mae,"MAE, log1p seconds",False,9,6.1444653828938804,0.11986294371939755,4.184437638349499,True,0.10784416198730487,-0.16161219011436853,0.37730051408897824,False,0.09054104487101267,-0.16598304112752338,0.441318194071453,0.06369845072428415,0.10964616139729788,3.2304917176564536,6.9822929700215655,12.956009229024252,5.0487236976623535,2.504809300104777,5,3
remaining_time,mae,"MAE, log1p seconds",False,10,6.05772720972697,0.07435494864413077,4.024932935601764,True,0.02110598882039394,-0.07297266427611791,0.11518464191690579,False,0.05487545331319188,-0.10465161005655954,0.011188507080078125,0.0530250867207851,0.09109250704447414,3.194826126098633,7.043624401092529,12.525879542032877,5.0380503336588545,2.486255645751953,5,3
remaining_time,mae,"MAE, log1p seconds",False,11,6.190554157892863,0.19859178701511201,4.301981633209074,True,0.1539329369862874,-0.2572210492269013,0.5650869231994762,False,0.1101919015248618,-0.16956885655721088,0.7137260437011719,0.04625686009724994,0.06905873616536429,3.2501425743103027,6.978707154591878,13.22841707865397,5.031282107035319,2.4642218748728433,5,3
